Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Comment""), Comments)",Chrome 126.0.0.0,,,12-07-2024 21:24:41,12-07-2024 21:24:41,0.688s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Book_Appointment_Button""))",Chrome 126.0.0.0,,,12-07-2024 21:24:41,12-07-2024 21:24:42,0.510s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Menu_Button""))",Chrome 126.0.0.0,,,12-07-2024 21:24:42,12-07-2024 21:24:42,0.563s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Logout""))",Chrome 126.0.0.0,,,12-07-2024 21:24:42,12-07-2024 21:24:43,0.641s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,12-07-2024 21:24:43,12-07-2024 21:24:44,1.299s,PASSED
,,,,,,,
Test Cases/CURAHealthcareService/Appontment_TestCases/Book_Appointment_Medicare_DataDriven,Chrome 126.0.0.0,,,12-07-2024 21:24:44,12-07-2024 21:24:55,10.557s,PASSED
"callTestCase(findTestCase(""CURAHealthcareService/Login""), [:], STOP_ON_FAILURE)",Chrome 126.0.0.0,,,12-07-2024 21:24:44,12-07-2024 21:24:50,5.696s,PASSED
"selectOptionByValue(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Select_Facility""), ""Hongkong CURA Healthcare Center"", false)",Chrome 126.0.0.0,,,12-07-2024 21:24:50,12-07-2024 21:24:51,0.832s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Select_Healthcare_Program_Medicare""))",Chrome 126.0.0.0,,,12-07-2024 21:24:51,12-07-2024 21:24:51,0.327s,PASSED
"setText(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Visit_Date""), ""20/07/2024"")",Chrome 126.0.0.0,,,12-07-2024 21:24:51,12-07-2024 21:24:52,0.823s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Comment""))",Chrome 126.0.0.0,,,12-07-2024 21:24:52,12-07-2024 21:24:53,0.585s,PASSED
"setText(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Comment""), Comments)",Chrome 126.0.0.0,,,12-07-2024 21:24:53,12-07-2024 21:24:53,0.669s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Book_Appointment_Button""))",Chrome 126.0.0.0,,,12-07-2024 21:24:53,12-07-2024 21:24:54,0.469s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Menu_Button""))",Chrome 126.0.0.0,,,12-07-2024 21:24:54,12-07-2024 21:24:54,0.311s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Logout""))",Chrome 126.0.0.0,,,12-07-2024 21:24:54,12-07-2024 21:24:55,0.600s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,12-07-2024 21:24:55,12-07-2024 21:24:55,0.222s,PASSED
,,,,,,,
Test Cases/CURAHealthcareService/Appontment_TestCases/ViewAppointmentHistory,Chrome 126.0.0.0,Book to view Appointment,,12-07-2024 21:24:55,12-07-2024 21:25:06,11.309s,PASSED
"callTestCase(findTestCase(""CURAHealthcareService/Appontment_TestCases/Book_Appointment_Medicare_Basic""), [:], STOP_ON_FAILURE)",Chrome 126.0.0.0,,,12-07-2024 21:24:55,12-07-2024 21:25:04,9.164s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Menu_Button""))",Chrome 126.0.0.0,,,12-07-2024 21:25:04,12-07-2024 21:25:05,0.390s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/History""))",Chrome 126.0.0.0,,,12-07-2024 21:25:05,12-07-2024 21:25:05,0.500s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Menu_Button""))",Chrome 126.0.0.0,,,12-07-2024 21:25:05,12-07-2024 21:25:06,0.534s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Logout""))",Chrome 126.0.0.0,,,12-07-2024 21:25:06,12-07-2024 21:25:06,0.624s,PASSED
,,,,,,,
Test Cases/CURAHealthcareService/Login,Chrome 126.0.0.0,,,12-07-2024 21:25:06,12-07-2024 21:25:13,6.811s,PASSED
"openBrowser(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,12-07-2024 21:25:06,12-07-2024 21:25:10,3.941s,PASSED
"click(findTestObject(""CURAHealthcareService/Page_CURA Healthcare Service/MakeAppointment_button""))",Chrome 126.0.0.0,,,12-07-2024 21:25:10,12-07-2024 21:25:11,0.802s,PASSED
"setText(findTestObject(""CURAHealthcareService/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,12-07-2024 21:25:11,12-07-2024 21:25:12,0.728s,PASSED
"setText(findTestObject(""CURAHealthcareService/Page_CURA Healthcare Service/input_Password_password""), ""ThisIsNotAPassword"")",Chrome 126.0.0.0,,,12-07-2024 21:25:12,12-07-2024 21:25:12,0.707s,PASSED
"click(findTestObject(""CURAHealthcareService/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,12-07-2024 21:25:12,12-07-2024 21:25:13,0.612s,PASSED
