Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Visit_Date""), ""20/07/2024"")",Chrome 126.0.0.0,,,22-07-2024 16:08:50,22-07-2024 16:08:51,0.866s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Comment""))",Chrome 126.0.0.0,,,22-07-2024 16:08:51,22-07-2024 16:08:51,0.507s,PASSED
"setText(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Comment""), ""Test Apppointment"")",Chrome 126.0.0.0,,,22-07-2024 16:08:51,22-07-2024 16:08:52,0.865s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Book_Appointment_Button""))",Chrome 126.0.0.0,,,22-07-2024 16:08:52,22-07-2024 16:08:53,0.732s,PASSED
"callTestCase(findTestCase(""CURAHealthcareService/Logout""), [:], STOP_ON_FAILURE)",Chrome 126.0.0.0,,,22-07-2024 16:08:53,22-07-2024 16:08:56,2.766s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,22-07-2024 16:08:56,22-07-2024 16:08:56,0.008s,PASSED
,,,,,,,
Test Cases/CURAHealthcareService/Appontment_TestCases/Book_Appointment_Medicare_DataDriven,Chrome 126.0.0.0,,,22-07-2024 16:08:56,22-07-2024 16:09:10,14.490s,PASSED
"callTestCase(findTestCase(""CURAHealthcareService/Login""), [:], STOP_ON_FAILURE)",Chrome 126.0.0.0,,,22-07-2024 16:08:56,22-07-2024 16:09:03,7.173s,PASSED
"selectOptionByValue(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Select_Facility""), ""Hongkong CURA Healthcare Center"", false)",Chrome 126.0.0.0,,,22-07-2024 16:09:03,22-07-2024 16:09:04,0.950s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Select_Healthcare_Program_Medicare""))",Chrome 126.0.0.0,,,22-07-2024 16:09:04,22-07-2024 16:09:04,0.392s,PASSED
"setText(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Visit_Date""), ""20/07/2024"")",Chrome 126.0.0.0,,,22-07-2024 16:09:04,22-07-2024 16:09:05,0.876s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Comment""))",Chrome 126.0.0.0,,,22-07-2024 16:09:05,22-07-2024 16:09:06,0.659s,PASSED
"setText(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Comment""), Comments)",Chrome 126.0.0.0,,,22-07-2024 16:09:06,22-07-2024 16:09:07,0.808s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Book_Appointment_Button""))",Chrome 126.0.0.0,,,22-07-2024 16:09:07,22-07-2024 16:09:07,0.761s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Menu_Button""))",Chrome 126.0.0.0,,,22-07-2024 16:09:07,22-07-2024 16:09:08,0.665s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Logout""))",Chrome 126.0.0.0,,,22-07-2024 16:09:08,22-07-2024 16:09:09,0.823s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,22-07-2024 16:09:09,22-07-2024 16:09:10,1.246s,PASSED
,,,,,,,
Test Cases/CURAHealthcareService/Appontment_TestCases/Book_Appointment_None,Chrome 126.0.0.0,,,22-07-2024 16:09:10,22-07-2024 16:09:24,13.910s,PASSED
"callTestCase(findTestCase(""CURAHealthcareService/Login""), [:], STOP_ON_FAILURE)",Chrome 126.0.0.0,,,22-07-2024 16:09:10,22-07-2024 16:09:17,6.883s,PASSED
"selectOptionByValue(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Select_Facility""), ""Tokyo CURA Healthcare Center"", false)",Chrome 126.0.0.0,,,22-07-2024 16:09:17,22-07-2024 16:09:18,0.820s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Select_Healthcare_Program_None""))",Chrome 126.0.0.0,,,22-07-2024 16:09:18,22-07-2024 16:09:18,0.411s,PASSED
"setText(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Visit_Date""), ""20/07/2024"")",Chrome 126.0.0.0,,,22-07-2024 16:09:18,22-07-2024 16:09:19,0.929s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Comment""))",Chrome 126.0.0.0,,,22-07-2024 16:09:19,22-07-2024 16:09:20,0.590s,PASSED
"setText(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Comment""), ""None Test"")",Chrome 126.0.0.0,,,22-07-2024 16:09:20,22-07-2024 16:09:21,0.783s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Book_Appointment_Button""))",Chrome 126.0.0.0,,,22-07-2024 16:09:21,22-07-2024 16:09:21,0.684s,PASSED
"callTestCase(findTestCase(""CURAHealthcareService/Logout""), [:], STOP_ON_FAILURE)",Chrome 126.0.0.0,,,22-07-2024 16:09:21,22-07-2024 16:09:24,2.715s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,22-07-2024 16:09:24,22-07-2024 16:09:24,0.007s,PASSED
,,,,,,,
Test Cases/CURAHealthcareService/Appontment_TestCases/ViewAppointmentHistory,Chrome 126.0.0.0,Book to view Appointment,,22-07-2024 16:09:24,22-07-2024 16:09:39,14.870s,FAILED
"callTestCase(findTestCase(""CURAHealthcareService/Appontment_TestCases/Book_Appointment_Medicare_Basic""), [:], STOP_ON_FAILURE)",Chrome 126.0.0.0,,,22-07-2024 16:09:24,22-07-2024 16:09:37,12.696s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Menu_Button""))",Chrome 126.0.0.0,,,22-07-2024 16:09:37,22-07-2024 16:09:39,2.079s,FAILED
,,,,,,,
Test Cases/CURAHealthcareService/Login,Chrome 126.0.0.0,,,22-07-2024 16:09:39,22-07-2024 16:09:45,6.209s,PASSED
"openBrowser(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,22-07-2024 16:09:39,22-07-2024 16:09:42,2.913s,PASSED
"click(findTestObject(""CURAHealthcareService/Page_CURA Healthcare Service/MakeAppointment_button""))",Chrome 126.0.0.0,,,22-07-2024 16:09:42,22-07-2024 16:09:43,0.643s,PASSED
"setText(findTestObject(""CURAHealthcareService/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,22-07-2024 16:09:43,22-07-2024 16:09:44,1.119s,PASSED
"setText(findTestObject(""CURAHealthcareService/Page_CURA Healthcare Service/input_Password_password""), ""ThisIsNotAPassword"")",Chrome 126.0.0.0,,,22-07-2024 16:09:44,22-07-2024 16:09:45,0.907s,PASSED
"click(findTestObject(""CURAHealthcareService/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,22-07-2024 16:09:45,22-07-2024 16:09:45,0.611s,PASSED
,,,,,,,
Test Cases/CURAHealthcareService/Logout,Chrome 126.0.0.0,,,22-07-2024 16:09:45,22-07-2024 16:09:47,1.681s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Menu_Button""))",Chrome 126.0.0.0,,,22-07-2024 16:09:45,22-07-2024 16:09:46,0.451s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Logout""))",Chrome 126.0.0.0,,,22-07-2024 16:09:46,22-07-2024 16:09:46,0.574s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,22-07-2024 16:09:46,22-07-2024 16:09:47,0.640s,PASSED
