Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"selectOptionByValue(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Select_Facility""), ""Hongkong CURA Healthcare Center"", false)",Chrome 126.0.0.0,,,17-07-2024 21:43:57,17-07-2024 21:43:58,0.984s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Select_Healthcare_Program_Medicare""))",Chrome 126.0.0.0,,,17-07-2024 21:43:58,17-07-2024 21:43:58,0.363s,PASSED
"setText(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Visit_Date""), ""20/07/2024"")",Chrome 126.0.0.0,,,17-07-2024 21:43:58,17-07-2024 21:43:59,0.846s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Comment""))",Chrome 126.0.0.0,,,17-07-2024 21:43:59,17-07-2024 21:44:00,0.582s,PASSED
"setText(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Comment""), Comments)",Chrome 126.0.0.0,,,17-07-2024 21:44:00,17-07-2024 21:44:01,0.931s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Book_Appointment_Button""))",Chrome 126.0.0.0,,,17-07-2024 21:44:01,17-07-2024 21:44:02,0.798s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Menu_Button""))",Chrome 126.0.0.0,,,17-07-2024 21:44:02,17-07-2024 21:44:02,0.775s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Logout""))",Chrome 126.0.0.0,,,17-07-2024 21:44:02,17-07-2024 21:44:03,0.994s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,17-07-2024 21:44:03,17-07-2024 21:44:04,0.993s,PASSED
,,,,,,,
Test Cases/CURAHealthcareService/Appontment_TestCases/Book_Appointment_Medicare_DataDriven,Chrome 126.0.0.0,,,17-07-2024 21:44:04,17-07-2024 21:44:18,13.498s,PASSED
"callTestCase(findTestCase(""CURAHealthcareService/Login""), [:], STOP_ON_FAILURE)",Chrome 126.0.0.0,,,17-07-2024 21:44:04,17-07-2024 21:44:11,6.888s,PASSED
"selectOptionByValue(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Select_Facility""), ""Hongkong CURA Healthcare Center"", false)",Chrome 126.0.0.0,,,17-07-2024 21:44:11,17-07-2024 21:44:12,0.763s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Select_Healthcare_Program_Medicare""))",Chrome 126.0.0.0,,,17-07-2024 21:44:12,17-07-2024 21:44:12,0.427s,PASSED
"setText(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Visit_Date""), ""20/07/2024"")",Chrome 126.0.0.0,,,17-07-2024 21:44:12,17-07-2024 21:44:13,0.905s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Comment""))",Chrome 126.0.0.0,,,17-07-2024 21:44:13,17-07-2024 21:44:14,0.631s,PASSED
"setText(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Comment""), Comments)",Chrome 126.0.0.0,,,17-07-2024 21:44:14,17-07-2024 21:44:15,0.947s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Book_Appointment_Button""))",Chrome 126.0.0.0,,,17-07-2024 21:44:15,17-07-2024 21:44:16,0.653s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Menu_Button""))",Chrome 126.0.0.0,,,17-07-2024 21:44:16,17-07-2024 21:44:16,0.739s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Logout""))",Chrome 126.0.0.0,,,17-07-2024 21:44:16,17-07-2024 21:44:17,0.781s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,17-07-2024 21:44:17,17-07-2024 21:44:18,0.725s,PASSED
,,,,,,,
Test Cases/CURAHealthcareService/Appontment_TestCases/ViewAppointmentHistory,Chrome 126.0.0.0,Book to view Appointment,,17-07-2024 21:44:18,17-07-2024 21:44:32,13.921s,PASSED
"callTestCase(findTestCase(""CURAHealthcareService/Appontment_TestCases/Book_Appointment_Medicare_Basic""), [:], STOP_ON_FAILURE)",Chrome 126.0.0.0,,,17-07-2024 21:44:18,17-07-2024 21:44:29,11.118s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Menu_Button""))",Chrome 126.0.0.0,,,17-07-2024 21:44:29,17-07-2024 21:44:30,0.515s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/History""))",Chrome 126.0.0.0,,,17-07-2024 21:44:30,17-07-2024 21:44:31,0.869s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Menu_Button""))",Chrome 126.0.0.0,,,17-07-2024 21:44:31,17-07-2024 21:44:31,0.413s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Logout""))",Chrome 126.0.0.0,,,17-07-2024 21:44:31,17-07-2024 21:44:32,0.737s,PASSED
,,,,,,,
Test Cases/CURAHealthcareService/Login,Chrome 126.0.0.0,,,17-07-2024 21:44:32,17-07-2024 21:44:40,7.834s,PASSED
"openBrowser(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,17-07-2024 21:44:32,17-07-2024 21:44:36,4.403s,PASSED
"click(findTestObject(""CURAHealthcareService/Page_CURA Healthcare Service/MakeAppointment_button""))",Chrome 126.0.0.0,,,17-07-2024 21:44:36,17-07-2024 21:44:37,0.788s,PASSED
"setText(findTestObject(""CURAHealthcareService/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,17-07-2024 21:44:37,17-07-2024 21:44:38,1.016s,PASSED
"setText(findTestObject(""CURAHealthcareService/Page_CURA Healthcare Service/input_Password_password""), ""ThisIsNotAPassword"")",Chrome 126.0.0.0,,,17-07-2024 21:44:38,17-07-2024 21:44:39,0.934s,PASSED
"click(findTestObject(""CURAHealthcareService/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,17-07-2024 21:44:39,17-07-2024 21:44:40,0.660s,PASSED
